sm_cat,ÀÏ½Ã,qty,Æò±Õ±â¿Â(¡ÆC),ÃÖÀú±â¿Â(¡ÆC),ÃÖ°í±â¿Â(¡ÆC),ºÒÄèÁö¼ö,¿­Áö¼ö,Ã¼°¨¿Âµµ
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-20,1,15.886363636363637,10.51683168316832,19.94396039603961,60.08582201913876,56.38522050526316,16.868113997150925
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-23,16,19.64901574803152,11.821499013806708,27.6700197238659,65.04953759359722,63.83090068636557,21.34675292703981
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-25,3,21.677667984189696,15.447524752475235,28.686732673267304,67.81127080037442,67.84772364027455,23.5152494292962
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-26,10,21.939447731755447,15.28675889328064,28.799802371541485,68.13433003649956,68.36584469834948,23.687346327110944
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-27,7,17.740556660039754,14.532405566600398,21.09821073558648,63.48344281427225,60.06682707108924,18.850131950345958
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-29,4,18.475049504950515,10.377029702970296,26.129306930693087,63.35973908235542,61.50527351453887,20.02726612837842
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-05,6,21.55834970530451,15.84035433070867,28.56496062992124,68.58736509757694,67.6177328019196,23.491408002869903
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-21,1,21.427218934911235,17.186758893280636,27.075098814229268,68.78711004930966,67.36077875154092,23.30273456086781
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-24,7,21.470333988212182,16.245472440944877,27.49311023622049,68.62606292992797,67.44460828624347,23.408562872069503
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-10,4,20.41794871794874,18.431558185404366,22.95325443786982,67.86197741426287,65.36746251362185,21.994277110383976
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-17,4,23.56588235294118,19.786836935167017,28.01748526522596,72.65317953529413,71.59825855882355,25.61855739563881
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-19,5,24.737721021611016,21.215324165029475,28.47622789783892,75.12109964585383,73.92119917487315,26.728908676669377
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-23,1,26.442011834319523,22.965748031496084,31.26870078740157,77.22393843090482,77.292798609036,28.56896022588078
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-31,6,26.94102564102565,24.19525691699605,30.43616600790515,77.98872565139118,78.28071376923077,29.069493512039177
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-08-01,3,26.994891944990204,23.398821218074666,31.6984282907662,78.01133555828426,78.38712865524727,29.176197511487334
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-08-03,2,27.19464285714286,23.07574552683897,33.19005964214711,78.32207507087054,78.78260657589286,29.406832527936604
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-08-06,6,27.081925343811395,23.104724409448817,31.945275590551194,77.87337173678051,78.55841518074655,29.255674875674146
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-08-09,2,27.367920792079225,23.38712871287129,32.623762376237615,78.51378498101099,79.12538657884319,29.584170349879575
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-08-19,2,24.158613861386137,19.39861660079052,29.828458498023707,73.29585958582595,72.77035428764982,26.278130077273808
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-01,4,21.258039215686264,17.31235294117647,26.05313725490198,69.09729319727552,67.02978516284827,23.410787478502243
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-02,2,21.47504911591357,18.43090551181104,25.378149606299218,69.73867351181886,67.46140908108782,23.525316299871747
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-16,1,21.694861660079034,17.38871287128712,27.53663366336633,69.22385878310794,67.89086384485122,23.60735189565124
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-17,1,20.58293650793651,14.953769841269844,27.09563492063493,67.19397688834587,65.6868654330827,22.41400683100145
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-18,2,19.996237623762383,14.461980198019782,26.678415841584176,66.12877544775405,64.52360710557585,21.67063056472817
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-19,1,18.354870775347923,12.680876494023895,24.91033797216701,63.84061402926528,61.275097887877045,20.044630602914005
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-23,1,17.494621513944224,13.576447105788422,21.961876247504986,62.806118747718806,59.57570130728698,19.035214311702973
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-25,1,18.03169291338581,12.489566929133844,24.441535433070868,63.734984501424,60.64019596850392,19.982591886161064
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-09-27,1,20.791159135559905,16.417485265225938,26.2876227897839,68.22763450034853,66.1045453787312,22.762081946561857
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-02,1,20.87171314741036,19.15756972111553,22.9577689243028,69.22226617281413,66.27043027918435,22.43764157934595
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-03,1,21.2458,17.900399999999987,25.5348,69.15056412653192,67.0060625,22.82418187963727
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-04,1,20.54566929133859,16.472244094488214,26.087992125984243,68.03003589160664,65.6200161968504,22.50133215232996
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-07,1,15.326429980276153,13.442687747035569,17.679841897233196,59.49607539240115,55.28840625568362,16.98685428728298
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-10,2,14.420235756385068,8.505304518664046,20.800196463654217,57.962811082287246,53.4865420397477,16.389096865804675
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-12,1,17.23490196078431,12.87686274509804,22.5264705882353,61.992245884829714,59.054572408668726,18.433155646083836
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-14,1,13.98472222222223,9.030952380952376,20.33908730158731,57.28983601578949,52.62463290526318,15.254724128523804
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-17,2,13.76803921568626,9.298431372549022,19.639803921568607,56.93596089449309,52.19694464705879,15.416720718186236
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-21,2,14.885937499999994,9.5228515625,22.319921874999974,58.69271027220394,54.41019040789472,16.521240916941817
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-23,1,15.579724409448822,11.84043392504932,19.547140039447715,59.78517815116039,55.7840517517613,17.14137144761634
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-26,1,11.866536203522504,7.934833659491196,16.250097847358106,54.278880902132045,48.42581525139561,12.71472048349321
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-27,1,10.043750000000005,4.828320312500003,16.761718750000004,51.53438808355264,44.81792155789475,11.262647170754493
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-10-28,2,11.330332681017625,4.725244618395304,17.928180039138937,53.29297647201568,47.3673629084149,12.650485515003435
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-04,1,11.887866927592963,7.136986301369859,18.32974559686889,54.00778795043775,48.473655948213015,13.533612646776271
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-05,1,11.122619047619043,6.022420634920634,18.27361111111112,52.81701202165653,46.95840521428571,12.64012761451729
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-09,1,8.228235294117649,1.8790196078431365,16.53921568627452,49.19075547566564,41.22072974551085,9.554773063042411
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-12,1,9.135294117647057,4.386247544204325,15.885461689587425,49.78725468173374,43.02286667925696,10.807043014225146
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-14,6,3.194082840236685,-1.1804733727810632,8.16745562130177,43.85395045543444,31.24552357103705,3.046552356702636
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-15,5,7.096456692913383,-0.6211462450592884,13.03873517786562,46.9352229185661,38.98401832565271,7.865804184459856
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-18,3,7.871570576540757,2.7176938369781296,15.88667992047714,48.43762880740818,40.51632257312964,7.701523250279225
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-21,2,5.048915187376728,-2.274950690335304,11.949704142011838,45.09702571597633,34.92359507100593,6.257914527267557
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-22,4,9.086758893280637,2.9258893280632408,17.023517786561275,50.133154086394846,42.92303661922198,10.414279100135312
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-11-29,1,2.903913894324854,-1.4679060665362047,9.191780821917805,41.49615244693342,30.679187510763217,3.7308594481767994
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-02,3,2.9624754420432224,-0.5123772102161089,6.3416502946954845,42.122620886761695,30.792895375245585,2.4508156027840258
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-04,1,3.4864705882352927,-0.8715686274509808,8.76784313725491,42.326894196842105,31.832659985758507,4.279108607721243
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-05,1,-0.4783889980353636,-5.063064833005889,4.204715127701376,38.63284987250543,23.975948910205773,-0.948149338869497
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-11,2,6.814763779527558,1.4086614173228351,12.724015748031476,46.62122168824342,38.42558078346457,6.980800797716531
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-12,4,1.0543137254901964,-3.052549019607844,5.574901960784316,40.63597588551083,27.01065082910217,1.1452408259990494
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-18,2,3.78369351669941,0.9528487229862478,7.604715127701377,42.01566394563126,32.42444049990694,4.018472133644877
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-19,1,1.5784735812133073,-1.9031311154598831,6.0418786692759285,40.75216928367495,28.05056672238129,1.5780165284084038
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-21,1,0.2070588235294117,-4.348727984344423,4.5982387475538165,36.895275867739926,25.341895902167177,1.1712003936232105
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-23,2,3.4554901960784323,-1.149901768172888,8.038113948919456,41.03171977176471,31.77672281981424,4.160586259956853
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-24,1,1.6239215686274509,-2.4131372549019603,8.173137254901961,38.51204544408668,28.149074590092876,2.8662714929869946
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-25,3,3.339961013645224,-2.912109375000003,10.150390625,42.02951088975069,31.54294653333334,4.717643896391213
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-12-26,1,3.33599221789883,0.450583657587549,6.11050583657588,41.29566145639975,31.53820021249232,3.589016586255644
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-28,1,13.375494071146235,6.385207100591712,20.28974358974355,56.47349464614104,51.41281961876429,14.453155092077576
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-29,2,13.372619047619054,7.710515873015871,20.34583333333332,56.40939734661655,51.40978430375942,14.780541654766065
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-03-30,2,11.961143984220906,6.5301775147929,18.6577909270217,54.49351962815322,48.61164603612581,13.113574548226996
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-03,9,16.729306930693074,10.881782178217811,22.82376237623762,61.49800853973946,58.058254606982814,18.154140184356407
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-04,2,11.09861660079051,8.034782608695648,16.055138339920955,52.43503973711209,46.91576886956521,11.954803307010856
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-05,1,8.411067193675887,7.175098814229248,10.03557312252964,47.76740488454337,41.59597556979405,9.014749057816417
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-08,1,6.18,-0.2906746031746034,11.30773809523809,46.554585677894735,37.16369314736842,6.277671692953316
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-22,3,15.172727272727268,10.947430830039522,20.3494071146245,59.11471271856866,54.9762105,16.312790559832113
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-04-29,1,15.152976190476185,7.142460317460325,23.12301587301585,58.98119266165413,54.930182541353375,16.538311173003155
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-03,11,11.0780198019802,6.920396039603955,16.149306930693083,53.20905965873893,46.8635885342366,11.416816149212432
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-04,2,13.390891089108914,6.577227722772278,19.742970297029697,56.66254074238667,51.43577779854091,14.018614874665824
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-05,1,16.85188118811881,8.642376237623768,23.646534653465363,61.15710899785304,58.2905285208963,17.982398707053502
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-08,1,14.492644135188868,10.717495029821077,18.7727634194831,58.07373403582759,53.62960588767396,15.477329478886393
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-22,3,16.88784860557768,11.58466135458168,22.80099601593625,61.89192616397567,58.37510487062276,18.575283723061958
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-05-29,2,20.4155378486056,16.19662027833002,25.8196819085487,67.46183797722796,65.35953922444962,22.332323001217915
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-01,7,20.83373015873015,13.424603174603172,28.454563492063507,67.15339428796992,66.18034426165413,22.712964269498976
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-02,1,21.636039603960388,14.513069306930689,29.528316831683167,67.93601990986971,67.76649572110473,23.557186876618864
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-04,5,21.002184466019425,14.82815533980581,27.235922330097075,67.4377096097343,66.51419497956057,22.89862244130604
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-05,11,20.65877551020406,16.632653061224488,25.865714285714297,67.65020985469384,65.83964431020404,22.58060551661304
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-06,5,21.23938775510205,15.79205702647658,27.68248472505093,68.48407467533838,66.98878309194417,23.19672779082219
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-07,2,21.65560081466396,16.22912423625254,28.391853360488795,69.05892693504128,67.81244166566621,23.603032769393728
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-09,3,20.4580198019802,16.12158415841584,25.75564356435644,67.17345283970819,65.44084536581553,22.08049336230557
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-10,2,19.080753968253976,16.466269841269824,22.83670634920635,65.1617307469925,62.71477279398497,20.594240668305986
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-12,6,18.830099009900984,15.047316103379726,24.004373757455262,64.87150002679587,62.21952553960396,20.60299080015156
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-17,1,20.123904382470112,14.311553784860552,26.28466135458165,66.7870583469071,64.78032737202768,22.08348928674264
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-24,1,23.969444444444456,17.882703777335976,31.13777335984094,71.64765461578949,72.3890684421053,25.937712285827686
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-27,4,23.16706586826348,20.448207171314746,27.14462151394423,72.40008105886102,70.8107114191617,24.96909030418669
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-28,3,22.136437246963578,19.717886178861782,25.34126016260165,71.0691702459834,68.77235372793527,24.006827871073583
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-06-29,3,23.317871485943773,19.914084507042222,28.197585513078465,72.62052810380469,71.10915397374762,25.333205931430584
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-03,5,24.318218623481787,21.516632860040573,28.432251521298195,74.37202029001786,73.09033772395631,26.21757168515069
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-05,2,23.14422310756973,21.098804780876485,26.67390438247015,72.72676412443843,70.76747125298807,25.166661356204397
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-07,1,20.846613545816737,17.372908366533878,25.41573705179284,67.7621691107909,66.21023082071714,22.449834995337035
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-10,5,23.51519999999998,19.77454909819636,27.513426853707408,73.08429207897869,71.50058999999996,25.453278754564536
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-11,4,25.488600000000023,22.34471057884234,29.52574850299402,76.18728634797898,75.40715388421059,27.58109876260543
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-12,1,26.25660000000001,22.663727454909807,30.6889779559118,77.11140869494739,76.92642494736845,28.397905163129515
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-13,8,26.49099999999999,22.92570281124497,31.243975903614466,77.16626516989473,77.38925854736841,28.646827301703937
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-15,2,26.82868525896413,22.20318725099601,32.547609561753006,77.31248571021176,78.05637630748582,29.017840323311425
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-07-21,4,28.0614770459082,22.73912175648698,34.34251497005988,78.71160978959978,80.49547945616138,30.299954946666677
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-08-04,3,28.974849094567404,24.79818913480885,34.313078470824955,80.11857198506831,82.30401399671716,31.257938710181737
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-08-06,5,28.12171314741036,24.62231075697213,33.24960159362554,79.59584723382261,80.61749816871462,30.361260535176054
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-08-10,6,27.21626506024098,24.09036144578312,32.06425702811244,78.85415404679775,78.82726825085608,29.417261273216518
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-08-11,2,27.143027888446213,23.6491017964072,31.99500998003993,78.0891844055777,78.6798458191235,29.31911796895664
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-08-13,4,28.6234,24.42320000000001,34.169800000000016,80.06439661509475,81.60975466315789,30.886573646744093
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-08-16,4,26.42171314741036,22.65956175298806,31.092828685258954,76.5905907416859,77.25022570555673,28.48924035487971
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-08-23,1,26.381636726546937,23.834063745019943,29.30318725099601,77.13793661468648,77.17329860277347,28.372300012803592
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-08-24,1,24.587951807228915,22.11546184738956,27.71285140562247,74.802952713253,73.62433304147113,26.434823879431573
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-08-31,3,23.430661322645307,20.623340040241427,27.189738430583496,73.12078306355266,71.33413891883772,25.42049433767973
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-09-04,1,22.93273092369479,19.04156626506025,27.75843373493976,71.40388388169703,70.3433202289157,24.772791471736745
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-09-05,1,22.43815261044178,17.643172690763034,27.88253012048194,69.86140348410666,69.35953266867473,24.250852999605687
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-09-07,2,20.599597585513063,16.768209255533208,24.81428571428571,67.71443854445822,65.72367621931586,22.318153156366883
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2018-09-16,1,21.991549295774643,19.634004024144847,25.79839034205232,70.48543612928094,68.48335217405486,24.047696270116035
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-03-09,3,6.916633663366338,-1.511309523809526,14.72718253968254,47.96220157140177,38.61978429557061,8.017228756158937
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-03-14,1,4.335445544554454,-3.058846918489066,10.766003976143145,44.92731328295539,33.507120705099545,5.0020887947305805
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-06,18,10.298023715415018,2.5736633663366337,17.20930693069307,52.72870552069898,45.31198648283753,11.584173811790055
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-13,4,10.46118811881188,3.276785714285712,17.627579365079388,52.78562019303804,45.63684591735278,11.758077226090812
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-19,1,12.204743083003953,8.222222222222221,17.15873015873018,54.59500771782817,49.09911207276888,13.42124657848782
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-21,5,15.269094488188982,10.402178217821792,21.150297029702955,59.253130220389565,55.166494707666814,16.9484831377836
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-22,2,16.659405940594056,9.291848906560633,24.562027833001984,61.27214326649296,57.91730324658676,18.27293029836421
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-24,8,16.718343195266275,13.387351778656113,21.74051383399212,61.812381066459054,58.043460358206175,18.413026890211476
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-04-28,1,11.42741617357002,7.425098814229244,16.34683794466404,53.51964156181874,47.55833060261601,12.892273634844669
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-06,23,12.847937131630644,7.2728346456692945,19.04035433070866,55.90427963916865,50.36278063641816,13.618063406353013
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-13,5,17.025544554455447,10.884920634920638,23.36765873015874,61.7131093857805,58.640419717821786,18.665923268507235
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-19,2,18.847430830039524,16.096237623762363,21.947920792079184,65.3288867068858,62.258481464530895,20.356253978184284
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-21,6,15.86003937007876,8.259763313609463,22.93885601577908,59.86762061114797,56.327057721177,16.997743055268728
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-22,2,17.99861932938854,9.624901185770748,25.816205533596847,62.666606557645565,60.5611457353472,19.428227344806103
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-24,9,21.723366336633667,13.22198019801981,30.21683168316831,67.98824348123026,67.93895634653465,23.54842811304737
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-28,1,16.758366533864525,11.151195219123522,22.887649402390423,61.16471105252671,58.10804157915702,18.029524032282367
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-05-31,6,17.406102362204738,13.213017751479288,22.81597633136096,62.29020216755079,59.39439916137591,18.854250535960333
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-03,3,20.678149606299208,12.78425196850393,28.405314960629923,66.6212376152395,65.86993942880575,22.592814891926515
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-04,8,21.626771653543297,14.898619329388572,28.913412228796844,68.29011794799868,67.75057038443241,23.50554563748656
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-08,4,19.2697628458498,14.550000000000008,24.790711462450545,65.61526170835393,63.090599986865925,21.10383591150638
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-09,1,18.977514792899417,15.157396449704144,24.198224852071,65.08564792800792,62.51123258160752,20.69750370462262
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-10,6,17.48379446640316,14.430830039525684,21.560276679841905,62.765887944417,59.55390182472826,19.106374922509534
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-11,2,17.83234126984127,13.862574257425742,22.904752475247523,63.21007035714285,60.2425901142857,19.573888840621034
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-12,1,18.80966469428012,13.302173913043475,24.94822134387353,64.70073335924721,62.17755659467465,20.64747192331354
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-13,3,20.21538461538462,13.812055335968378,26.895256916996065,66.68928251391164,64.95948953846154,22.097153456102973
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-15,1,19.38478260869567,15.123913043478256,25.160671936758902,65.71277257382249,63.31753179438409,20.93556372916225
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-16,1,19.29663366336633,14.34365079365078,25.00496031746033,65.50490229323431,63.142309507632,21.01353989801295
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-17,2,20.20787401574802,15.729191321499025,25.62820512820513,66.79925486154855,64.94561757201441,22.03403337563577
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-19,12,20.9758,17.403206412825654,25.963527054108216,68.3283976084,66.4687039263158,22.88960584628593
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-20,3,22.04122287968443,17.115019762845847,27.74169960474308,69.64491411791175,68.57593962469184,24.01099469236761
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-23,1,20.65314960629923,15.463708086785015,26.49664694280081,67.28910572239997,65.8258106475558,22.49047817665127
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-25,5,22.491944990176805,16.21141732283464,29.243110236220463,70.00576428290765,69.46642233055007,24.455874992489203
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-26,7,20.88622047244091,17.1715976331361,24.57495069033532,68.69108883829253,66.29505341964355,22.767871216255188
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-27,5,23.06205533596837,19.84237623762375,28.046732673267297,72.36306632802206,70.60354170063404,25.083178620755994
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-28,3,22.719921104536493,19.514229249011866,27.37529644268773,71.39078670364893,69.92380949531558,24.7227261515032
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-06-29,1,21.25049504950493,19.13425742574257,24.284752475247515,69.69598952949667,67.01910955218644,23.146312079188327
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-01,3,22.107100591715984,18.7594861660079,26.2907114624506,70.33215428525642,68.71000971326431,24.09317303005234
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-02,4,22.29371316306484,17.614566929133865,27.99192913385826,70.13199898135642,69.07647551078504,24.258381779915915
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-03,3,21.92114624505928,17.438613861386138,27.3851485148515,69.8152963402915,68.34043850271738,23.977997173227703
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-04,4,23.103557312252963,17.29564356435646,30.01623762376239,71.10305077075098,70.67842816576086,25.146266129551265
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-06,4,24.196055226824445,18.16745562130177,30.46331360946744,72.23382165917158,72.8390307491124,26.15202943232667
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-08,4,21.67035573122531,18.160990099009897,26.400396039603987,68.96265363611403,67.84087521098401,23.45419578436724
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-09,3,21.78323471400395,17.479487179487176,26.313412228796864,69.1126943645217,68.06423837956115,23.60189824647128
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-11,1,21.26027667984191,19.012820512820525,24.58303747534517,69.34659707534587,67.03592645108698,23.002723266513115
º®°ÉÀÌÇü ³Ã¿ÂÇ³±â,2019-07-13,1,22.213976377952765,19.09783464566928,26.64330708661414,70.58428173695867,68.92211335334646,24.282534231759637
